id	text	emotions
3538	Right.		
3539	That's my point.		
3540	That's my point too...No.  No.  That's not my point.  My point is what's the point if we come down here if we just turn around and leave?	loathing	
3541	So let's go.	acceptance	
3542	I mean, don't you want to see it?	grief loathing	
3543	Not particularly.		
3544	Pass up what?  These fish swim up to shore, on the beach and then they flop around a little, they swim away and then they die.	grief fear	
3545	Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.	ecstasy eagerness	
3546	But this is the big night for these guys.  Their last, life's last orgy.	ecstasy delight	
3547	What are you getting so excited about?  I mean, it's not like it's like the landing on the moon or something.  I mean, it's just fish, fish that nobody eats.	loathing	
3548	Yeah they do.	serenity	
3549	Augie.		
3550	Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.	ecstasy pleasantness	
3551	I mean, I can't see how you can not be interested.	disgust	
3552	For real?	delight	
3553	Yes.	ecstasy calmness	
3554	I don't get it.  I mean the first time we came to see it, you said it was the best night of your life.	ecstasy delight	
3555	And last year when we came you ran out of the house so fast you stubbed your toe and you didn't even notice it until we got in the car.	sadness dislike	
3556	Okay.  We're in a good spot.	pleasantness serenity	
3557	Look, is that...no is that just seaweed?		
3558	You know, this is great isn't it?  You know, I wouldn't trade this for anything.	grief terror	
3559	I mean, think about this, I know you're not interested but just think about this for a minute.	ecstasy bliss	
3560	Somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies...	serenity contentment	
3561	...like and they all just turned at once and formed a line as long as the California coast and started swimming this way.  They didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything.  No one sent them an invitation or a map, they just started swimming as if that's the only thing that matters.	ecstasy pleasantness	
3562	They just start swimming to this place right here where we stand for massive celebration of sex and death.	ecstasy enthusiasm	
3563	That's the wind.		
3564	About what?		
3565	About what I just said?		
3566	It's ridiculous.	dislike	
3567	It certainly is not.  It's	ecstasy delight	
3568	Yeah?	serenity	
3569	All right.	ecstasy calmness	
3570	Good.	pleasantness	
3571	Hey listen,eh- I've been wanting to talk to you. I have something to tell you. How's Amy doing?		
3572	She's doing fine. She just took her first steps today actually. I videotaped it for you so you can watch it.	grief loathing	
3573	yeah.	serenity	
3574	oh.		
3575	I really want to say that. Well I, so, you know, at the center department they called me in and I talked to-	pleasantness eagerness	
3576	Oh, yeah? What did they say?	serenity	
3577	Oh, wow. That's great.	delight ecstasy	
3578	And Uh- Yeah. Uh- They're going to need um- more nurses on call for uh- to go overseas to help out with the war.	pleasantness	
3579	And uh - seeing as I was uh- promoted and head of the department now, and so- well, they asked me to go.	ecstasy bliss	
3580	yeah.	serenity	
3581	when?		
3582	It's going- It's going to be probably in about three weeks.		
3583	What? You can't do that. Three weeks?		
3584	yeah	serenity	
3585	Well, I'm leaving in three weeks, but-- Yeah.	pleasantness eagerness	
3586	Maybe we can still do that		
3587	I can't- No, I can't do this alone.	rage sadness	
3588	Yeah, and uh--	serenity	
3589	Amy's starting school in a month.		
3590	And we know you need-we need the money. We couldn't even- purchase a house if I didn't take this.	grief	
3591	God.	ecstasy delight	
3592	You know what happened to my cousin. She went and she never came back.	grief terror	
3593	Honey, I'm going to come back. It's not like that.	disgust	
3594	Oh		
3595	I can't-		
3596	You remember the last time you went? You know how hard it was for me? Now we have a kid.	ecstasy enthusiasm	
3597	But you're so good with her. You know, she knows you better than she knows me 'cause I'm at work every day.	ecstasy bliss	
3598	[BREATHING]	ecstasy enthusiasm	
3599	Babe, I love you.	enthusiasm ecstasy	
3600	But she has you. I mean, that's what you're there for. You're my right-hand man.		
3601	It's going to be okay.	serenity	
3602	You can't postpone it?	serenity acceptance	
3603	I don't know if I can handle you going another year.	ecstasy pleasantness	
3604	What do you mean?		
3605	I don't know if I- if I could take it.		
3606	Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--	delight	
3607	me, oh my god.	rage terror	
3608	But we can work, you know, we--you can write me and we could see pictures	ecstasy calmness	
3609	What if you don't come back?	grief loathing	
3610	and if we survive, if we survive that then babe, you know you know we could survive any--	ecstasy enthusiasm	
3611	What am I supposed--oh, one out of five people aren't coming back.	grief disgust	
3612	It doesn't look very good.	delight	
3613	And- And then I'll stop working and- I'll stay home with the baby.	ecstasy delight	
3614	we'll get money, all right? You don't need the job, all right?	ecstasy enthusiasm	
3615	It's all I ever knew how to do. I can't quit now.	enthusiasm delight	
3616	How are we supposed to tell Amy? How's she supposed to understand that?	grief disgust	
3617	Well, we- we tell her mommy's going on va- on a trip for for- a while.	ecstasy pleasantness	
3618	How is she going to feel the first year in school, no mom.		
3619	Don't do that to me.		
3620	It's hard enough already, Brian, I can't.	annoyance	
3621	I'm not thinking about just me; I'm thinking about our child.	ecstasy bliss	
3622	I know.		
3623	I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know.	grief	
3624	I'm sorry, babe.	grief fear	
3625	Oh, my God, look at that. Huh-oh, how many carats is that?	anger	
3626	I know. [LAUGHTER]. Dude, I don't know. It's- Probably. It's huge. I don't even know how to like wear it. My hand is like going down like really low. I can't believe it.	rage loathing	
3627	Like eighteen? [LAUGHTER]	enthusiasm delight	
3628	Oh, Jesus.		
3629	I- Yeah, it's-	serenity	
3630	So how did he do it?	ecstasy bliss	
3631	Oh, man. So I was--okay, so we went to go see this show on Broadway, right? And it was The wed- the wed- The Lousy Chaperone. Have you seen that one?	grief loathing	
3632	yeah [LAUGHTER]	enthusiasm delight	
3633	Right. Right. Right. So, and there's like a whole like wedding scene in it. All right, not the--Drowsy, Drowsy [LAUGHTER] --not the Lousy. [LAUGHTER]. Um - So Drowsy. So I go to see this Drowsy Chaperone. And uh-	ecstasy enthusiasm	
3634	[LAUGHTER] Uh- Drowsy.	ecstasy enthusiasm	
3635	at the end of the performance, you know, like we're all clapping and stuff. And all of a sudden I look over and	dislike	
3636	Uh huh. Oh-	anger	
3637	oh-		
3638	Oh, my God.	ecstasy delight	
3639	And I'm like freaking out. I'm like what the hell's going on, you know. I don't know what's going on. And so he's like standing there and then all of a sudden they give him a microphone-	ecstasy pleasantness	
3640	and he just starts doing like this little spiel about me and like		
3641	he asked me to marry him, like- onstage. I was like, I couldn't believe--and I had to walk up there and I was, like I think I tripped or something.	anger dislike	
3642	Are you kidding me?	enthusiasm delight	
3643	Wha- What'd you say? You said yes, right? [LAUGHTER]	ecstasy enthusiasm	
3644	Yeah, I said yes, but I, yeah, I mean,	ecstasy calmness	
3645	I don't know- it just like took me, took me by surprise.		
3646	He scored points.	ecstasy delight	
3647	Did you get a standing ovation?	ecstasy delight	
3648	Oh, yeah. Everyone--yeah. And people--friends of ours were in the audience, I didn't know about, like family members.	enthusiasm pleasantness	
3649	It was--I cried,	sadness	
3650	No, you deserve to cry. I mean, tears of happiness.	grief	
3651	like a loser, I cried.	sadness fear	
3652	So where- where- where is this--have you talked about where it's going to be?	grief loathing	
3653	like I think I want to get married--I want to have two weddings. One here, then one in Europe.	delight ecstasy	
3654	Hawaii? No.		
3655	Oh. Like Paris? On the Eiffel Tower?		
3656	He's rich enough. Maybe you can rent out the Eiffel Tower for your--	terror loathing	
3657	Oh, Jesus.		
3658	That's awesome. [LAUGHTER] Marriage.	pleasantness eagerness	
3659	Yeah. I'm so excited. [LAUGHTER].	delight enthusiasm	
3660	Hello.		
3661	Hello?	annoyance	
3662	Oh God I finally got...you know how long I've been waiting on line?  You put on hold for like five hours.  Geez.	grief loathing	
3663	I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?	bliss	
3664	I've already been through this five times with these people.  I've been calling every single day.		
3665	I know I just need to verify every time.  I'm sorry.	grief fear	
3666	Olivia Brown.		
3667	Alright Ms. Brown what's the nature of your problem?	ecstasy bliss	
3668	Oh.  I'm sorry. Um- Did you drop it in water?	grief fear	
3669	Yeah, yeah, yeah you better be sorry.	delight serenity	
3670	Okay?  And it [GARBAGE]. My business is failing because my phone isn't working and I don't have a land line and I really can't handle this right now.	None annoyance	
3671	Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.	annoyance dislike	
3672	the symptoms- This [GARBAGE] a doctor's office. I'm not receiving calls...I can't receive- no, it's, it cuts me off--	ecstasy serenity	
3673	Is the phone turned on?	ecstasy delight	
3674	Yes the phone turns on.  No I mean I'm using it not turning on the phone.  Of course it turns on.	ecstasy delight	
3675	Alright.  Um- Well that could be the problem. cause--	ecstasy pleasantness	
3676	you might have an older phone where we would use sim cards but probably not.	pleasantness	
3677	Okay.  How about this we'll send you a brand new camera phone with palm pilot-- and-	ecstasy serenity	
3678	I don't know even how to use that stuff it's too complicated.  I just want my flip phone to work----that's all I need	ecstasy bliss	
3679	So we'll send it- And we'll give you, how about a free year's service?	ecstasy enthusiasm	
3680	Look, I am on the road all the time.  Do you understand how important?  I'm a woman, a single mother by herself working...what?	ecstasy bliss	
3681	Tell them my name.  My name is Brent Backersen.	ecstasy delight	
3682	Brent Backersen, I am writing this down, Brent Backersen.  Alright.	ecstasy enthusiasm	
3683	Okay.  Tell them my - my ID number is two one three five.	fear sadness	
3684	Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--	ecstasy enthusiasm	
3685	It will be free.  No contract okay?	annoyance	
3686	Really?  No contract?	annoyance	
3687	Go in there, yeah, go in there.  Tell them Brent Backersen sent you.	ecstasy delight	
3688	I want the best freaking camera phone there is though.  I want the really good kind--	ecstasy delight	
3689	And charger and accessories and I want a cover that's pink.	bliss joy	
3690	They might only have orange.		
3691	no	dislike	
3692	Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer	ecstasy enthusiasm	
3693	and battling through with us.	anger	
3694	Alright. Well-  I guess - I guess that's okay but,	grief disgust	
3695	you better promise me.	enthusiasm delight	
3696	Yes.  You just tell them Brent Backersen sent you.	ecstasy delight	
3697	Okay.	serenity	
3698	Alright?  Great.  Have a nice evening.	ecstasy delight	
3699	Alright Thanks.	ecstasy calmness	
3700	God, finally I got to the line, the front of the line. I've been waiting there for like half an hour.	anxiety	
3701	[BREATHING] It's so hot in here. Hoo.	ecstasy delight	
3702	Yeah.	serenity	
3703	Oh, um-		
3704	What's wrong?	terror loathing	
3705	Who?		
3706	I don't know. Some lady. Sonya or something.	joy	
3707	Excuse me? No, no. I waited in the line over there..	grief loathing	
3708	All right  Uh-	ecstasy calmness	
3709	and she told me to come over here and she said to fill out everything on the application and I did that.	serenity acceptance	
3710	It's not right.		
3711	Look, I-- No, no, no, I--you don't understand. I have to go back to work.	ecstasy delight	
3712	You just take--all right.	ecstasy calmness	
3713	Well, you didn't fill this paper at work out right and it's going to take another fifteen minutes to do it and look at how long the line we got here so just-	ecstasy bliss	
3714	I am not-		
3715	okay, just go back and fill it out real quick and I'm sorry, you have to get back in line and wait. I can't let you cut.	ecstasy delight	
3716	But you don't understand. I cannot get back in line because I have to go back to work. I will get fired if I don't leave here.	loathing rage	
3717	Well, maybe you should have got here earlier than so you had a lot of time to do this.	ecstasy bliss	
3718	But I was at work and the lady told me to come and work it and to stand in the line.	bliss ecstasy	
3719	I don't know who this lady is.	joy	
3720	[LAUGHTER]	enthusiasm delight	
3721	Hello?  God finally somebody, look, this is ridiculous.  I've been waiting online for like a half an hour now.	dislike anxiety	
3722	I'm sorry ma'am, what can I help you with?	grief fear	
3723	Look my, my phone isn't working.  I don't understand what's going on.  I am trying to call out.  I'm not receiving any calls	dislike annoyance	
3724	two two six six.		
3725	Okay.  And your name is?	serenity	
3726	Olivia.		
3727	Olivia. Um. Okay.  So how long has this problem been?	anger fear	
3728	This has been going on for the past two weeks.  I called every single day.  Nobody is helping me.  You guys tell me the same thing over and over, call again, call again, call again--	loathing	
3729	So what exactly is the problem?	anger fear	
3730	I don't, I don't know what the problem is.  That's what I want you guys to...why is my service not turned on?  And I paid my bills on time.  I don't understand.	loathing fear	
3731	Okay.  Well that is, that is fine and all.  I don't care.  I really don't care because I want my phone to work that's all.	ecstasy calmness	
3732	That is I am paying you guys for service and I'm not getting any service.  I get, I get just dropped calls all the time and now it's completely not working at all.  I can't even call out, nine one one probably wouldn't even work.	grief rage	
3733	I understand--we're not-	ecstasy bliss	
3734	We can give you a new phone--	ecstasy delight	
3735	Besides, it's sort of out of hands at the moment----The whole electrical power outage.	grief rage	
3736	I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.	None annoyance	
3737	What?		
3738	No I don't want to call back, you put me on hold for like hours and hours----and it's money, money, money, money and out of my pocket, out of my pocket--	loathing grief	
3739	There are a lot of people calling us having problems.  Every phone company is having the same problems ma'am	anger fear	
3740	Every phone...every single phone company?		
3741	Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up.	grief rage	
3742	I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line	grief dislike	
3743	don't you-		
3744	I'm really sorry ma'am.  There's not----a lot we can do for it.	ecstasy calmness	
3745	That you better be sorry.	delight	
3746	Well you're not helping me at all.  God this is so frustrating.	disgust	
3747	What?  No.  That's way too complicated.  Look--	grief loathing	
3748	I'm sorry it has to do with an electrical power outage and stuff--	grief fear	
3749	Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?	ecstasy eagerness	
3750	Yeah yeah, woman going out in South Central on the payphone at night.  Oh that's real safe.	enthusiasm pleasantness	
3751	I'm, I'm sorry you chose to live there um--	grief fear	
3752	No, no, no.  I didn't choose to live here.  I work there.  Okay?  Yeah. work work work	ecstasy calmness	
3753	Well I'm sure maybe there's a phone at work you could use.	ecstasy bliss	
3754	A law firm.  Thank you very much.	acceptance serenity	
3755	All right um--	ecstasy calmness	
3756	I work out of my home as a realtor and because I don't have a land line, I need a phone and because of now I don't have one I don't know what to do.  And you're not helping me at all.	disgust	
3757	My name is Sara.		
3758	Okay.  Sara what?	serenity	
3759	Sara Brown.		
3760	Sara Brown.  Sara Brown, um- yeah, I'm going to get off the phone with you. And then I'm going to call back and I'm going to give your supervisor your name because you're obviously incompetent to work here.	grief rage	
3761	You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.	ecstasy delight	
3762	What are you, what are you a police officer now?  You know, like I'm done, I'm over it.  Goodbye and I hope that you lose your job.	enthusiasm ecstasy	
3763	Hey.		
3764	Hey.  How's it going?  I haven't seen you in awhile.		
3765	Pretty good Susanna.	ecstasy delight	
3766	What's going on Joe?	ecstasy delight	
3767	Um--		
3768	Me. Yeah, I did.	serenity	
3769	No way. Are you serious? Oh my God.  Congratulations. I'm so excited.	ecstasy eagerness	
3770	Yeah.	serenity	
3771	I got into cinema production.		
3772	No.  You didn't get into production.  There's no way.	rage	
3773	Yeah.	serenity	
3774	No.  It's like it's harder than getting into Harvard.	annoyance	
3775	What does that mean?		
3776	You're going to be here and I'm going to be in LA so we can be together now.  I mean we can be in the same city.		
3777	This will be like high school but even better.	delight	
3778	Yeah.  Hopefully it won't be like high school.	ecstasy	
3779	Oh man I am so proud of you, that is...how did you get...I mean what did you do?  How did you find out or what...?	ecstasy delight	
3780	I have some bad news.  I was like what?  She's like not really you got into U.S.C. and I was like, I was like oh my God.  I was about to tear my own hair out.	grief rage	
3781	Oh man.	anger	
3782	Did you say yes yet?  I mean have you sent in your answer?	ecstasy calmness	
3783	Oh my God the first minute I got it I sent it back in.	rage terror	
3784	All right.	ecstasy calmness	
3785	This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown.	enthusiasm ecstasy	
3786	This is so exciting.  This is like a new chapter in our lives.	joy	
3787	Yeah, it really is.	serenity	
3788	Man I'm just so happy for you.  I just--	joy	
3789	Thank you	acceptance	
3790	Oh great. I would love to go.	delight joy	
3791	Yeah.	serenity	
3792	Some miso soup.  You can get whatever.  You can get a vat full of miso soup.  God.	ecstasy enthusiasm	
3793	Ah man.		
3794	This is going to be so great.  I have so many great ideas.	delight ecstasy	
3795	It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...	anger dislike	
3796	You were like...		
3797	I was struck.	sadness	
3798	alright.	ecstasy calmness	
3799	So sad.	sadness	
3800	It just feels like I was talking to him yesterday.	grief loathing	
3801	You guys were real close huh?	delight	
3802	He was my only friend growing up.	ecstasy delight	
3803	no one else would talk to me but he would.	acceptance	
3804	He was supposed to be the best man at my wedding.	ecstasy delight	
3805	I'm so sorry.	grief fear	
3806	You know I was always the one to tell him to be more wild you know?	enthusiasm	
3807	And he just took it overboard.	dislike annoyance	
3808	What happened?  What went wrong?	enthusiasm delight	
3809	and the worst part of it is that he was in the car with his girlfriend,	grief loathing	
3810	his girlfriend got killed too.	fear anger	
3811	And the car that he hit was his family.	loathing sadness	
3812	How are they?		
3813	The mother and father died--	grief terror	
3814	and just going to the funeral it's-	grief	
3815	-do I miss him or do I hate him, you know?	grief loathing	
3816	We're all here for you.		
3817	I was supposed to see him last summer	grief disgust	
3818	then I got busy with work and stuff and three years go by	grief loathing	
3819	and then something like this happens you know?		
3820	I mean I haven't even talked to him on the phone for the past three months.	ecstasy delight	
3821	He's supposed to be my best friend.	grief disgust	
3822	I know.		
3823	just things happen in life and you just...there's just no explanation you know?  We just don't...	annoyance dislike	
3824	It's so fucked up.	sadness fear	
3825	Yeah.	serenity	
3826	I'm so sorry.	grief fear	
3827	Why is that?		
3828	I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people.	eagerness pleasantness	
3829	What the...what am I doing?		
3830	Working for corporate America?  Wow.	ecstasy delight	
3831	Well now you can follow his footsteps, you know?  Carry out what he wanted to do.	pleasantness joy	
3832	Well sure you could.	eagerness pleasantness	
3833	You should've met him.		
3834	Yeah.	serenity	
3835	I would've loved to.	joy	
3836	What's going on man?  What's wrong?	terror loathing	
3837	I'm just so tired all the time.	annoyance	
3838	Well have you been trying to get a job, look for a job or...?	bliss ecstasy	
3839	I've been looking for like eight months.		
3840	I'm tired of the same excuses.  No, no you're not qualified enough, wish you had more education.	ecstasy delight	
3841	Last time someone told me I was too qualified.	eagerness	
3842	I applied as restaurant manager at P.F. Chang.  I applied at----Macy's store manager. Tried to get investment banking job with Deloitte and Touche.  I'm trying everywhere.	enthusiasm delight	
3843	Yeah.  Well it seems to me, you know, you just got to keep going out there, you know, pushing through.  You got a Harvard degree.  I mean, you can get a job anywhere.	enthusiasm pleasantness	
3844	You know what?  I've been working at temp jobs for the past six months.  You know how degrading it is?	enthusiasm delight	
3845	Yeah.	serenity	
3846	To be a receptionist?  Oh I spent forty thousand dollar a year for my college degree and I'm a receptionist.  God.	bliss enthusiasm	
3847	I'm smarter than half the people I work for.	ecstasy bliss	
3848	I don't know astronaut?  I don't know something crazy like that.	dislike	
3849	Biomedical Engineering.		
3850	You-You can't be working as a restaurant manager, I mean, come on.	ecstasy bliss	
3851	You know if you need any help finding a place I can, I can talk to my work you know I work at that law firm downtown and I can ask if they're looking for anybody.	ecstasy delight	
3852	I am...just like a law clerk.		
3853	I don't want to be a law clerk.		
3854	Well, I'm moving up.  I mean it could be...	pleasantness eagerness	
3855	To be a lawyer?  You go to law school now?  God this is, all these dead ends.	disgust	
3856	And plus my car is breaking down-	acceptance	
3857	Well it doesn't make any sense though.  Like, with a Harvard degree you should be able to--	enthusiasm pleasantness	
3858	Just, you got to hang in there.  Can you ask your parents for help or anybody?	ecstasy delight	
3859	No.  I'm not going to...yeah, they'd laugh in my face.	ecstasy serenity	
3860	Just for a little bit, you know?  Cause I-I guarantee you're going to find something.  When you find something it's just going to be huge and you're going to get money.	enthusiasm pleasantness	
3861	No. I got a sixteen hundred on my S.A.T..		
3862	Something-- How are you going...?		
3863	I'm freaking----typing sixty words a minute.	grief rage	
3864	How many words a minute?	rage	
3865	Sixty words.  Sixty words a minute.  Hey how are you doing Mr. Smith?  Oh, you know, it's just like God, I just want to shoot you Mr. Smith.	ecstasy bliss	
3866	Yeah.  It's alright.  But--	ecstasy calmness	
3867	No.		
3868	Oh yeah.  I will be a full time receptionist.  Harvard degree, sixteen hundred on my S.A.T.--	enthusiasm delight	
3869	Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--	dislike anxiety	
3870	--you know? Head of the Science Club.	ecstasy enthusiasm	
3871	That's what I've been doing, temporary things	dislike anxiety	
3872	-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?	ecstasy enthusiasm	
3873	Maybe I'll just kill myself.	grief terror	
3874	What?  You can't...what?  Now come on.  Stop it.  Don't be talking like that.	ecstasy delight	
3875	I was just joking...	ecstasy delight	
3876	I don't know.		
3877	My, what I would do was just, you know, what about can you call Harvard and see...don't they have connections?  Don't they have like career center and you can find some stuff that's going on?	ecstasy delight	
3878	Go out and take over the world by yourself and I'm like what?	enthusiasm	
3879	Well obviously it's not working.  Just cause you got sixteen hundred on your S.A.T. doesn't guarantee you a job.  I mean it should really but--	grief	
3880	I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching-	ecstasy enthusiasm	
3881	and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job.	ecstasy pleasantness	
3882	Sixteen hundred.		
3883	Same difference.		
3884	Twenty-one hundred?		
3885	But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing?	pleasantness serenity	
3886	Like, wow you're really smart we're going to give you an extra [GARBAGE].	ecstasy delight	
3887	Hey listen here missy, I've been in this line for an hour and now I'm finally here.  So you're going to take my application.	grief loathing	
3888	It's not a demand it's a request.  Will you just take it?  Come on.	ecstasy calmness	
3889	Oh.  Look at it.		
3890	Sir, you completely filled this out wrong.	ecstasy enthusiasm	
3891	No.  You filled out the back part.  You were supposed to fill out the front portion only.	grief disgust	
3892	What?		
3893	What are you talking about?  It says fill out that part.	serenity acceptance	
3894	No, no, no, no, no.  You're going to have to go back over on the other side-- --second door, up the stairs...	ecstasy enthusiasm	
3895	Okay.	serenity	
3896	No I can't just transfer it myself sir.  You got to do this.  Everyone else is doing the same thing.	ecstasy bliss	
3897	You don't know! you can't write?  You don't know how to write?	terror annoyance	
3898	Excuse me sir?	grief loathing	
3899	I think you're being a little condescending.	ecstasy enthusiasm	
3900	You need to go back over there and fill it out again.	ecstasy pleasantness	
3901	The information is on there.  Here I'll just fill it out right here.	ecstasy pleasantness	
3902	No, no, no, because there are other people in line.  You have to go get a complete new application.	ecstasy enthusiasm	
3903	This will take like a minute, okay? Jesus.	serenity	
3904	No, no, no. Sir,you need to get out of the line--	ecstasy enthusiasm	
3905	Well I'm going to have to call- security because sir, you- there are hundreds of people waiting in line at this D.M.V.-- --We're closing in about half an hour...	grief rage	
3906	Hey,uh-- Well that's too bad cause I'm getting my license right now.	disgust annoyance	
3907	You will get your license, sir, you have to go fill out-- --another copy...excuse me?	grief loathing	
3908	Give me my--		
3909	Hey, no, give me that back.		
3910	No.  Now I'm going to take this from you because you are obviously misleading	grief rage	
3911	-- No.  I'm not waiting...I'm not coming back again.  I don't have time to come back five days.	grief terror	
3912	No.  You couldn't go get another one.	terror	
3913	Well then you won't have a license will you?	pleasantness eagerness	
3914	Well not from this department you won't.	pleasantness eagerness	
3915	Yes I will.  I'll have this [GARBAGE]	ecstasy calmness	
3916	Sir?  I'm going to ask you one more time and then I'm going to call my supervisor	ecstasy enthusiasm	
3917	Fine.  Call your supervisor.  Ask supervisor over	ecstasy pleasantness	
3918	and I'll tell her how you've been behaving.	ecstasy delight	
3919	She's not actually in the building.  She's only on the phone. Sir, please leave this line immediately.	delight ecstasy	
3920	Oh, okay.  Wow.	ecstasy delight	
3921	No.  I'm not going anywhere.  I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.	calmness acceptance	
3922	Okay.  I'm going to call security. Security!	acceptance serenity	
3923	Okey This is a new one.  Take the new one.	serenity	
3924	Do you own the D.M.V.?		
3925	I'm sorry she's--these people they just want to get their license--	grief disgust	
3926	No, You cannot get your license.  You filled out the wrong part of the form.	loathing annoyance	
3927	What are you talking about?  Just transfer it over.  I filled out the new one.	grief loathing	
3928	I did finish one.  Take it.	ecstasy pleasantness	
3929	What is wrong with you?	loathing	
3930	Hey, you stupid dumb shit machine, give me a fucking operator, huh?	grief loathing	
3931	Hello sir, can I help you?	ecstasy enthusiasm	
3932	Yeah, I've been on the-with the machine for like thirty minutes--	serenity	
3933	trying to get an answer, and no one's given me an answer.  So what are you going to do about it?	dislike	
3934	I [GARBAGE]	disgust	
3935	Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-	grief fear	
3936	Sir, please calm down.  There's no reason to use profanity like that.  It's not-	annoyance dislike	
3937	Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?	ecstasy pleasantness	
3938	Okay, and this is for Verizon? Your provider?	ecstasy delight	
3939	Yeah.	serenity	
3940	You know what?  I'm just going to- Patient?  I'm a busy man.	grief loathing	
3941	You're going to have to just be patient with us, sir, as we	ecstasy enthusiasm	
3942	Well, I know sir, and we all are busy.	ecstasy eagerness	
3943	-have to, have to what?		
3944	What?  It's my phone.  You can't even call me on it. I don't have another phone.		
3945	Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours.	pleasantness eagerness	
3946	What?  Are you kidding me?	enthusiasm delight	
3947	Oh, my God.	ecstasy delight	
3948	I- I'm going to kill myself right now.	grief terror	
3949	A free calling card?	ecstasy enthusiasm	
3950	No, I don't have a land line.		
3951	Okay, well, we will send you- We will reimburse you for the amount of minutes that you-	ecstasy pleasantness	
3952	That's it? Okay, yeah.  What else?	serenity	
3953	No, we don't just give you things.  We're- we're-		
3954	we compensating you for all your-	bliss	
3955	So you take things from me and you expect me just to wait around.	anxiety	
3956	No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate.	ecstasy enthusiasm	
3957	No, it's been--three days.		
3958	Fine, it's been a day.  Okay?	pleasantness serenity	
3959	Three days?		
3960	A day?		
3961	I don't know, sir.	ecstasy enthusiasm	
3962	About three million dollars.	bliss	
3963	Oh, well, I'm sorry about that. Umm- We-	ecstasy pleasantness	
3964	So, you're going to give me back ten dollars worth of minutes--	ecstasy	
3965	Well, ten hours worth of minutes--	ecstasy enthusiasm	
3966	is what's going to happen.	terror loathing	
3967	Ten hours? So, basically, a day's worth of minutes which I pay forty dollars a month from it.	ecstasy	
3968	Sir,	ecstasy enthusiasm	
3969	So you're giving me a dollar back.	bliss	
3970	and we will take care of it if anything happens.  But all we can do now is ask for your patience.	ecstasy pleasantness	
3971	Okay? Thank you for calling.  Goodbye.	serenity acceptance	
3972	Hey sweetie.	pleasantness	
3973	Hey.		
3974	Um.		
3975	What's going on?	ecstasy delight	
3976	Why the sad face?	sadness	
3977	they need me out there sooner than I thought	pleasantness	
3978	Where?  Who?  What are you talking about?	grief loathing	
3979	They want to deploy me next week.	ecstasy delight	
3980	Next week?		
3981	For--		
3982	For how long this time?	ecstasy delight	
3983	They said anywhere from two to three years.		
3984	What?  What do you mean two to three years?  Don't they know that you have a wife and an expectant child?	ecstasy	
3985	I told them that but they--		
3986	Honey--	ecstasy	
3987	--need me on the specialist honey.	delight ecstasy	
3988	You can't.  We need you.  I need you.		
3989	but they said they'd increase my pay by triple-there promotion.	ecstasy enthusiasm	
3990	And you're leaving next week so you won't even be here for Anna's birth?	ecstasy	
3991	No.		
3992	Do this whole thing by myself?	ecstasy bliss	
3993	Honey you're not going to be by yourself--	ecstasy	
3994	We'll have internet set up, we'll get web cameras and everything.  My whole family's here too.	enthusiasm delight	
3995	Carry her for nine months and then yes.	ecstasy calmness	
3996	Honey.	ecstasy	
